instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,merge1
Claremont Lincoln University,Claremont,CA,91711-4744,34.094273,-117.716117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,300,91711,,,,,master only (1)
Claremont McKenna College,Claremont,CA,91711-6400,34.102154,-117.711188,0.1334,695,720,33,34,31,NULL,1436,1262,NULL,NULL,NULL,NULL,NULL,5387,8693,15962,28087,43248,76475,0.9228,15000,15250,11500,12320,0.4882629108,PrivacySuppressed,97309.962441,82855.72,80781,2,91711,1.90174,1.6042,1.92246,1.64881,matched (3)
Claremont School of Theology,Claremont,CA,91711-3199,34.107602,-117.715256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,65095.83,NULL,287,91711,,,,,master only (1)
Clarion University of Pennsylvania,Clarion,PA,16214,41.207805,-79.377501,0.9423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3459,15501,16521,18951,22361,23518,NULL,NULL,NULL,NULL,NULL,26294,0.5279,26000,19461,21500,20500,0.6494891159,0.0728565082,60798.09418,50901.08,36024,878,16214,1.50896,.99050999,1.6662199,1.02255,matched (3)
Clark Atlanta University,Atlanta,GA,30314-4391,33.747628,-84.412584,0.5905,490,470,19,NULL,NULL,NULL,974,3092,NULL,NULL,NULL,NULL,NULL,33219,34229,36906,39081,39194,39194,0.4235,27000,18787,19993,18000,0.762973352,PrivacySuppressed,39012.693782,60451.55,31735,680,30314,1.38967,.89301002,1.53374,.93015999,matched (3)
Clark College,Vancouver,WA,98663-3598,45.636133,-122.651257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6292,6893,6988,9727,13268,14448,NULL,NULL,NULL,NULL,NULL,14448,0.3368,11206,7654,6333,5333,0.5683831672,0.1622369878,30214.501107,64209.24,32169,NULL,98663,1.19249,1.17505,1.4486099,1.27236,matched (3)
Clark University,Worcester,MA,01610-1477,42.249987,-71.823356,0.4713,630,620,30,30,26,NULL,1271,2205,NULL,NULL,NULL,NULL,NULL,17792,18547,22006,26616,35695,58153,0.7491,26000,24685,25000,21132,0.6560846561,PrivacySuppressed,94751.42328,76163.05,40331,1172,1610,1.6957901,1.45912,1.80187,1.5165499,matched (3)
Clarke University,Dubuque,IA,52001-3198,42.509475,-90.690487,0.892,511,512,22,21,22,NULL,1085,654,NULL,NULL,NULL,NULL,NULL,21117,24023,22412,27232,27557,48724,0.6575,26250,19750,20242,19500,0.6086956522,0.0338164251,76926.591787,57836.44,43095,196,52001,1.68431,1.20487,1.78158,1.20762,matched (3)
Clarks Summit University,Clarks Summit,PA,18411-1250,41.495062,-75.685472,0.6189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,NULL,NULL,NULL,NULL,NULL,14882,14276,17729,19754,22535,33826,0.6818,19500,14000,14950,13000,0.4731861199,0.1167192429,49752.886435,62401.75,32428,261,18411,,,,,master only (1)
Clarkson College,Omaha,NE,68131-2739,41.259165,-95.974847,0.5686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,616,NULL,NULL,NULL,NULL,NULL,16332,19026,22708,16444,24917,24917,0.5161,25500,24212,22245,19000,0.8645598194,0.2144469526,61575.322799,61065.74,52436,553,68131,,,,,matched (3)
Clarkson University,Potsdam,NY,13699,44.662716,-74.999359,0.7799,610,640,27,26,28,NULL,1259,2867,NULL,NULL,NULL,NULL,NULL,16667,21402,27131,29869,35746,69456,0.7562,26896,22250,23250,24587,0.2998554913,PrivacySuppressed,103120.71532,62331.73,65651,1120,13699,1.70004,1.34495,1.77026,1.3966,matched (3)
Clayton  State University,Morrow,GA,30260-0285,33.594079,-84.328174,0.6854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5375,10335,11412,13406,16144,15003,NULL,NULL,NULL,NULL,NULL,18374,0.3057,26865,18500,15750,13810,0.7063328424,0.1057437408,34119.605302,65444.71,37936,676,30260,1.06071,.98271,1.3465101,1.11921,matched (3)
Clear Creek Baptist Bible College,Pineville,KY,40977-9752,36.725236,-83.727702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL,9191,8813,8955,NULL,NULL,19055,0.1667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.21875,0.59375,28250.65625,39097.8,30233,22,40977,,,,,master only (1)
Cleary University,Howell,MI,48843,42.586638,-83.879987,0.6526,NULL,NULL,NULL,NULL,NULL,5,NULL,509,NULL,NULL,NULL,NULL,NULL,19149,13858,16515,21657,21033,35998,0.5636,19792,14250,14848,13042,0.6119402985,0.1455223881,62319.272388,81153.11,48709,149,48843,,,,,master only (1)
Clemson University,Clemson,SC,29634,34.679381,-82.835114,0.6194,650,650,30,30,28,NULL,1327,20796,13744,16650,20797,23993,24808,NULL,NULL,NULL,NULL,NULL,32254,0.8492,21500,19750,19500,19000,0.5037093399,0.0228267072,96551.197831,64586.36,51690,5538,29634,1.57296,1.41939,1.75096,1.4955699,matched (3)
Cleveland Institute of Art,Cleveland,OH,44106-1710,41.510435,-81.602416,0.6718,620,565,23,24,21,NULL,1168,592,NULL,NULL,NULL,NULL,NULL,31391,32283,33082,37364,41432,59708,0.6403,27000,27000,27000,25000,0.6557377049,PrivacySuppressed,67579.688525,66493.97,31025,NULL,44106,1.31335,1.2699,1.42399,1.2876,matched (3)
Cleveland Institute of Music,Cleveland,OH,44106-1776,41.512444,-81.608878,0.3416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,NULL,NULL,NULL,NULL,NULL,20169,NULL,29867,33700,41709,60680,0.7143,21375,PrivacySuppressed,PrivacySuppressed,13044,0.4406779661,PrivacySuppressed,104656.20339,78065.66,NULL,147,44106,,,,,matched (3)
Cleveland State University,Cleveland,OH,44115-2214,41.502281,-81.674355,0.936,530,525,22,23,24,7,1088,10917,13272,14813,18468,21036,20621,NULL,NULL,NULL,NULL,NULL,24010,0.4827,22000,17110,15961,14000,0.5893367185,0.058076801,49675.884322,57782.89,40759,4081,44115,1.16,1.02003,1.48192,1.17287,matched (3)
Cleveland University-Kansas City,Overland Park,KS,66210,38.932019,-94.679076,0.5455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12383,6750,9750,10250,0.5538461538,0.1846153846,36128.784615,61070.83,39080,530,66210,,,,,master only (1)
Clinton College,Rock Hill,SC,29730,34.913721,-81.043469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,NULL,NULL,NULL,NULL,NULL,15897,15490,14869,11765,NULL,21685,0.0762,24637,9500,PrivacySuppressed,PrivacySuppressed,0.2886597938,0.0618556701,24278.57732,53955.02,23926,NULL,29730,,,,,master only (1)
Clover Park Technical College,Lakewood,WA,98499-4004,47.176084,-122.497873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1723,6434,6941,9064,12912,13643,NULL,NULL,NULL,NULL,NULL,13736,0.3448,11794,9500,8820,5500,0.6108165429,0.2720042418,26202.569459,59661.94,33690,NULL,98499,.90882999,.93607998,1.0731,1.0226901,matched (3)
Coastal Carolina University,Conway,SC,29526,33.794995,-79.011767,0.7045,555,545,22,21,21,NULL,1108,9085,11261,11896,15437,17600,18628,NULL,NULL,NULL,NULL,NULL,24313,0.4599,24534,18000,17500,15750,0.5346553716,0.0236811706,74938.788217,64299.08,34196,618,29526,1.2591,1.08929,1.53968,1.25107,matched (3)
Coe College,Cedar Rapids,IA,52402-5092,41.988263,-91.658192,0.7986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,NULL,NULL,NULL,NULL,NULL,14371,15019,17133,22176,26944,58857,0.617,27000,19500,21500,23373,0.5747800587,PrivacySuppressed,79877.420821,61192.02,43025,NULL,52402,1.6930799,1.29667,1.81871,1.31023,matched (3)
Coker University,Hartsville,SC,29550,34.37696,-80.070416,0.9306,515,500,19,18,18,NULL,1008,950,NULL,NULL,NULL,NULL,NULL,14892,17046,16474,18318,20125,42395,0.5328,26991,17639,17945,13500,0.5684647303,0.1078838174,49781.467497,49143.33,30872,133,29550,1.25595,1.0846601,1.41124,1.15308,matched (3)
Colby College,Waterville,ME,04901-8840,44.564211,-69.66337,0.1027,710,740,33,34,30,NULL,1456,2155,NULL,NULL,NULL,NULL,NULL,2648,2361,5536,12188,49197,73600,0.9042,19862,PrivacySuppressed,PrivacySuppressed,19500,0.5679758308,PrivacySuppressed,121521.36858,80130.48,47810,NULL,4901,1.83269,1.48245,1.89031,1.55575,matched (3)
Colby-Sawyer College,New London,NH,03257-7835,43.411663,-71.975805,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,871,NULL,NULL,NULL,NULL,NULL,22145,20442,22584,29999,32230,61418,0.6476,27000,16000,20500,20056,0.7192982456,PrivacySuppressed,89824.633772,75754.73,38412,32,3257,1.7003599,1.41114,1.7963001,1.44609,matched (3)
Colegio Universitario de San Juan,San Juan,PR,00918,18.428528,-66.066529,0.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,840,236,710,2021,4218,NULL,NULL,NULL,NULL,NULL,NULL,5663,0.2455,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5611510791,0.0629496403,11965.30036,24896.66,18585,NULL,918,,,,,master only (1)
Colgate Rochester Crozer Divinity School,Rochester,NY,14607,43.159775,-77.584292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,46,14607,,,,,master only (1)
Colgate University,Hamilton,NY,13346-1398,42.819475,-75.536346,0.2747,685,700,32,33,30,NULL,1404,3032,NULL,NULL,NULL,NULL,NULL,10762,7197,17557,24602,45682,75000,0.9087,16000,8500,11000,16488,0.5764966741,PrivacySuppressed,112062.65632,81701.81,57238,12,13346,1.85562,1.59069,1.9000601,1.6701601,matched (3)
College Unbound,Providence,RI,02905-2340,41.80644,-71.412848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137,NULL,NULL,NULL,NULL,NULL,9822,NULL,18561,NULL,NULL,22512,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,2905,,,,,master only (1)
College for Creative Studies,Detroit,MI,48202,42.361839,-83.062352,0.5538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1392,NULL,NULL,NULL,NULL,NULL,31631,32383,32671,36952,39273,57085,0.5474,26000,19370,18250,20365,0.5657439446,0.0242214533,78809.882353,74293.04,35298,50,48202,1.43879,1.4037,1.54706,1.42076,matched (3)
College of Biblical Studies-Houston,Houston,TX,77036-3211,29.716676,-95.506559,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,431,NULL,NULL,NULL,NULL,NULL,13381,12777,NULL,NULL,NULL,19247,0.4,25376,12500,17605,16394,0.5495495495,0.4504504505,36651.918919,62100.27,34662,NULL,77036,,,,,master only (1)
College of Central Florida,Ocala,FL,34474,29.166079,-82.175692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4862,8194,9282,12111,13366,14143,NULL,NULL,NULL,NULL,NULL,14143,0.3675,12500,9195,8241,5500,0.6081905315,0.1289573047,29008.345629,44560.11,28343,NULL,34474,.87336999,.69595999,1.08132,.74963999,matched (3)
College of Charleston,Charleston,SC,29424-0001,32.784225,-79.939794,0.7432,595,560,25,25,23,NULL,1175,9100,14750,16208,20142,22968,23397,NULL,NULL,NULL,NULL,NULL,29545,0.6568,23000,19000,18500,16751,0.6578234976,0.0319436925,84026.808338,66962.7,40114,1084,29424,1.65546,1.37677,1.7985899,1.48515,matched (3)
College of Coastal Georgia,Brunswick,GA,31520-3644,31.182745,-81.485973,0.9594,515,485,19,18,19,NULL,1006,2976,10548,11637,13762,15987,16175,NULL,NULL,NULL,NULL,NULL,18200,0.2326,16000,9000,8750,6750,0.6828644501,0.115601023,42709.178517,50342.2,29724,NULL,31520,.84555,1.0604399,1.0615799,1.15824,matched (3)
College of Menominee Nation,Keshena,WI,54135-1179,44.859044,-88.625628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,155,NULL,NULL,NULL,NULL,NULL,10331,10575,10775,NULL,NULL,14856,0.1277,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6571428571,0.1371428571,16252.382857,51926.72,22107,NULL,54135,.46483999,,.75237,,matched (3)
College of Micronesia-FSM,Pohnpei,FM,96941,6.909759,158.158189,0.8321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1850,8047,7073,7265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10133,0.2337,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5843997562,0.0457038391,5694.7160268,62088.67,19228,NULL,96941,.40871999,,.49717,,matched (3)
College of Mount Saint Vincent,Bronx,NY,10471-1093,40.913657,-73.908887,0.9268,505,495,20,18,19,7,1002,2235,NULL,NULL,NULL,NULL,NULL,17010,17408,22298,24106,24716,51240,0.6267,25000,19000,20572,19637,0.7119628339,0.0232288037,51007.868757,63240.6,54014,406,10471,1.66949,1.22873,1.74988,1.3612,matched (3)
College of Our Lady of the Elms,Chicopee,MA,01013,42.141781,-72.60154,0.6978,545,540,23,NULL,NULL,NULL,1087,1020,NULL,NULL,NULL,NULL,NULL,21532,21731,22491,27782,30697,50266,0.6417,25000,22327,22250,17750,0.7723156533,0.1164294955,52797.826649,59687.78,38562,325,1013,1.55829,1.35534,1.65754,1.387,matched (3)
College of Saint Benedict,Saint Joseph,MN,56374,45.561792,-94.319888,0.8401,595,540,25,24,24,8,1201,1662,NULL,NULL,NULL,NULL,NULL,17105,17510,19835,26039,31620,60788,0.8506,27000,22375,23760,24250,PrivacySuppressed,PrivacySuppressed,103865.35294,70918.96,47749,NULL,56374,1.7587399,1.3691,1.85735,1.42913,matched (3)
College of Saint Mary,Omaha,NE,68106,41.240028,-96.021425,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,672,NULL,NULL,NULL,NULL,NULL,8739,10321,9729,18943,20400,31250,0.6056,25500,15088,17925,19500,PrivacySuppressed,0.1163310962,60173.342282,62625.82,47387,344,68106,,1.20391,,1.32392,matched (3)
College of Southern Nevada,Las Vegas,NV,89146-1164,36.158114,-115.233099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27605,6140,6874,8727,10725,11630,NULL,NULL,NULL,NULL,NULL,12414,0.1499,8500,4500,4380,4995,0.6147236222,0.1353383459,26933.288771,65621.76,31766,NULL,89146,1.01036,.92699999,1.22294,1.09067,matched (3)
College of Staten Island CUNY,Staten Island,NY,10314,40.601831,-74.14849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11345,4144,5742,9270,11689,14528,NULL,NULL,NULL,NULL,NULL,15176,0.3127,14263,6500,7152,11531,0.5639557083,0.0316914853,35110.070065,65469.83,39590,1042,10314,1.52235,1.15917,1.71083,1.32415,matched (3)
College of the Atlantic,Bar Harbor,ME,04609,44.395258,-68.221517,0.758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,NULL,NULL,NULL,NULL,NULL,12070,14407,14898,26100,30864,54899,0.6582,24501,23000,22167,16750,0.7826086957,PrivacySuppressed,72556.992754,66849.39,24303,4,4609,1.58154,,1.65441,,matched (3)
College of the Holy Cross,Worcester,MA,01610-2395,42.23752,-71.808214,0.3794,675,685,31,32,28,NULL,1371,2962,NULL,NULL,NULL,NULL,NULL,14544,17357,20142,31109,51523,71448,0.9276,27000,19300,25285,27000,0.526439483,PrivacySuppressed,133630.96827,82332.58,64279,NULL,1610,1.82338,1.45655,1.88407,1.57289,matched (3)
College of the Marshall Islands,Majuro,MH,96960,7.102688,171.378129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1159,1214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7202,0.0494,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5093555094,0.027027027,6668.7536383,59416.5,23016,NULL,96960,.49180999,,.57716,,matched (3)
College of the Ozarks,Point Lookout,MO,65726-0017,36.616019,-93.238174,0.1428,605,560,23,24,22,NULL,1156,1486,NULL,NULL,NULL,NULL,NULL,4852,7686,7796,8520,11564,30764,0.6008,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5817307692,PrivacySuppressed,37360.051282,46804.8,31255,NULL,65726,1.52021,.95484,1.60469,1.0025899,matched (3)
Colorado Christian University,Lakewood,CO,80226,39.71388,-105.09456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4804,NULL,NULL,NULL,NULL,NULL,21909,24541,22749,25575,28030,46894,0.6079,27700,11250,17989,17738,0.7275913871,0.4016024036,43279.956935,70816.99,38092,1178,80226,1.84128,1.51674,1.85865,1.5584199,matched (3)
Colorado College,Colorado Springs,CO,80903,38.84886,-104.822697,0.136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023,NULL,NULL,NULL,NULL,NULL,8850,8602,14593,26824,42500,74760,0.8798,18303,11225,17932,15500,0.6200607903,PrivacySuppressed,107642.09119,73737.62,42259,25,80903,1.87911,1.59198,1.89917,1.64073,matched (3)
Colorado Mesa University,Grand Junction,CO,81501-3122,39.080643,-108.553275,0.7544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8146,12685,13640,16572,19143,20086,NULL,NULL,NULL,NULL,NULL,22143,0.37,22000,12250,12000,11000,0.5292137533,0.0781437846,61002.007213,56304.4,34519,165,81501,1.39419,1.05309,1.57324,1.175,matched (3)
Colorado Mountain College,Glenwood Springs,CO,81601-0233,39.54636,-107.324441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2938,3118,4248,5566,10759,11121,NULL,NULL,NULL,NULL,NULL,11457,0.2512,11000,5792,5500,5500,0.5096296296,0.1162962963,48628.180741,68934.9,33300,NULL,81601,1.49709,.84249002,1.61318,1.15007,matched (3)
Colorado School of Mines,Golden,CO,80401,39.751443,-105.223364,0.5497,660,695,31,30,30,9,1372,5173,16977,13690,24461,31412,33480,NULL,NULL,NULL,NULL,NULL,36107,0.8417,23250,20500,20473,19500,0.2837489252,0.0352536543,107141.61651,74353.28,76135,1544,80401,1.78242,1.43278,1.81551,1.47236,matched (3)
Colorado State University Pueblo,Pueblo,CO,81001-4901,38.30859,-104.579033,0.9431,510,500,21,20,21,NULL,1022,3275,11243,11440,13811,17343,19182,NULL,NULL,NULL,NULL,NULL,21950,0.3694,21923,14923,14000,13930,0.5299771167,0.1034324943,53095.456293,54713.6,42908,1812,81001,1.4193701,1.0505,1.52424,1.12405,matched (3)
Colorado State University-Fort Collins,Fort Collins,CO,80523-0100,40.574805,-105.080732,0.8352,590,585,26,26,24,NULL,1199,23332,11924,12736,15086,21657,26666,NULL,NULL,NULL,NULL,NULL,27513,0.7021,20500,14617,14706,15000,0.5496754868,0.0454318522,85721.234648,73818.06,44704,7636,80523,1.78768,1.39271,1.8487999,1.4699,matched (3)
Colorado State University-Global Campus,Aurora,CO,80011-0000,39.724786,-104.786666,0.9826,545,500,21,19,21,NULL,1052,7528,14491,16804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18869,NULL,25000,13750,16732,18528,0.6171623074,0.4279828019,49967.680222,NULL,63331,4608,80011,,,,,master only (1)
Columbia Basin College,Pasco,WA,99301,46.25216,-119.12103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5867,8704,8964,11513,14436,16105,NULL,NULL,NULL,NULL,NULL,16567,0.3262,12500,8692,7000,5500,0.6027216857,0.1527655838,32380.276119,59028.35,35477,NULL,99301,1.29328,1.09461,1.4912,1.3277,matched (3)
Columbia College,Columbia,SC,29203,34.045581,-81.029967,0.9707,500,435,19,16,17,NULL,964,977,NULL,NULL,NULL,NULL,NULL,18657,19785,20077,24443,23175,33178,0.6618,22258,12000,15846,19750,0.7253176931,0.284457478,45828.347996,56463.66,32340,239,29203,1.26456,1.01694,1.39626,1.03508,matched (3)
Columbia College,Columbia,MO,65216,38.957388,-92.326354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7574,NULL,NULL,NULL,NULL,NULL,30061,23958,29059,23755,23500,37709,0.2814,24000,13790,15625,14000,0.6236742176,0.3521016106,33448.149011,56190.76,34516,486,65216,,,,,master only (1)
Columbia College Chicago,Chicago,IL,60605-1996,41.874261,-87.624667,0.8953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6524,NULL,NULL,NULL,NULL,NULL,21344,22304,26626,30369,32511,45103,0.5008,25000,19500,19025,17500,0.6115146624,0.0118375034,72793.009147,72555.55,33096,227,60605,1.7009701,1.3965501,1.78198,1.4692,matched (3)
Columbia College Hollywood,Tarzana,CA,91356-1411,34.17972,-118.538793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,760,NULL,NULL,NULL,NULL,NULL,31954,32692,33725,33831,34253,35331,0.5824,22333,9565,10188,12500,0.4504504505,PrivacySuppressed,70992.81982,66257.22,34112,NULL,91356,,,,,matched (3)
Columbia College of Nursing,Glendale,WI,53212,43.097318,-87.918283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0.89,0.12,61287.38,NULL,NULL,NULL,53212,,,,,master only (1)
Columbia International University,Columbia,SC,29203-1513,34.07551,-81.07443,0.5067,535,510,21,21,19,NULL,1055,731,NULL,NULL,NULL,NULL,NULL,15997,17320,17307,18703,23351,36979,0.6827,19875,9500,12625,11000,0.5528455285,0.0772357724,60533.98374,64434.93,30586,1241,29203,1.53124,1.37849,1.61735,1.3985,matched (3)
Columbia Theological Seminary,Decatur,GA,30030-4118,33.764292,-84.281695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,201,30030,,,,,master only (1)
Columbia University in the City of New York,New York,NY,10027,40.808286,-73.961885,0.0666,745,770,34,35,33,9,1517,8148,NULL,NULL,NULL,NULL,NULL,9873,4699,8106,16916,44438,79750,0.9621,21500,23167,16671,16344,0.4472727273,0.0624242424,65422.5,76971.15,79434,21987,10027,1.8214,1.51837,1.90985,1.5874,matched (3)
Columbus College of Art and Design,Columbus,OH,43215,39.966074,-82.989479,0.9169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,981,NULL,NULL,NULL,NULL,NULL,21798,24562,26377,27842,31208,49217,0.6122,27000,20245,20000,21500,0.7,PrivacySuppressed,71388.065306,65843.21,33277,27,43215,1.57728,1.19989,1.61902,1.23491,matched (3)
Columbus State University,Columbus,GA,31907-5645,32.50096,-84.94106,0.7832,495,475,20,19,19,8,1007,6482,10477,10922,14046,15162,15313,NULL,NULL,NULL,NULL,NULL,19807,0.3823,25880,17500,16750,15751,0.631778058,0.1229508197,46211.985498,55979.92,33372,1495,31907,1.15818,1.16076,1.47789,1.30677,matched (3)
Community College of Denver,Denver,CO,80204-2026,39.741413,-105.001044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5761,8961,8851,10937,15790,17207,NULL,NULL,NULL,NULL,NULL,17261,0.1849,12178,5524,5500,5500,0.5895942145,0.1183206107,30164.915629,61494.5,29264,NULL,80204,.92653,,1.16082,,matched (3)
Compass College of Film and Media,Grand Rapids,MI,49503,42.961875,-85.667065,0.2131,565,530,NULL,NULL,NULL,NULL,1095,72,NULL,NULL,NULL,NULL,NULL,12657,NULL,19374,27000,24463,27000,0.7838,27000,19500,24750,14990,0.2765957447,PrivacySuppressed,74655.106383,NULL,28231,NULL,49503,,,,,master only (1)
Conception Seminary College,Conception,MO,64433-0502,40.24044,-94.682831,1,NULL,NULL,26,25,26,7,1255,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34460,NULL,NULL,38960,0.25,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,53063.384615,56643.16,33978,NULL,64433,,,,,master only (1)
Concord University,Athens,WV,24712,37.423723,-81.006696,0.914,480,450,20,19,19,7,972,1452,7070,7337,8322,12297,12954,NULL,NULL,NULL,NULL,NULL,16824,0.3765,18557,10973,11021,12000,0.5857699805,0.0867446394,46598.240741,41360.98,30123,344,24712,1.51064,.61843002,1.57502,.67319,matched (3)
Concordia College,Bronxville,NY,10708-1998,40.943382,-73.82202,0.9529,515,535,21,17,21,NULL,1053,722,NULL,NULL,NULL,NULL,NULL,23052,25556,30222,27695,41275,44662,0.4745,24325,18288,18750,13250,0.6940639269,0.1324200913,55396.513699,76194.22,48513,374,10708,1.74029,1.3365,1.8353,1.34636,matched (3)
